iter	Logloss
0	0.6411953662
1	0.5914906316
2	0.5514098124
3	0.5127663309
4	0.4753170615
5	0.4415726822
6	0.4202965658
7	0.3952982353
8	0.3741929641
9	0.3547293272
10	0.3396908039
11	0.32340506
12	0.3042256972
13	0.2883307499
14	0.2771384456
15	0.2643909044
16	0.253585538
17	0.2422032472
18	0.2304853083
19	0.2192075179
20	0.2123490449
21	0.2023901618
22	0.1955942423
23	0.1881553925
24	0.1816967192
25	0.1760448024
26	0.168659922
27	0.161709865
28	0.1576476852
29	0.153800746
30	0.1496413967
31	0.1451616793
32	0.1402813948
33	0.134927741
34	0.1326507855
35	0.1294635708
36	0.1275081375
37	0.1250016988
38	0.1216174671
39	0.1197032929
40	0.1174109128
41	0.1138692912
42	0.1114354118
43	0.1091098548
44	0.106318702
45	0.1049846277
46	0.1028073343
47	0.1002270228
48	0.09839973572
49	0.09708975109
50	0.09551375661
51	0.0940038852
52	0.09249106931
53	0.0913147397
54	0.09009889308
55	0.08882551877
56	0.08756817908
57	0.08638934693
58	0.08542596143
59	0.08428887542
60	0.08320658067
61	0.08185713376
62	0.08066777822
63	0.07984065873
64	0.07897819134
65	0.07817516666
66	0.07709299661
67	0.07600533916
68	0.07507519406
69	0.07414069831
70	0.07330557814
71	0.07233590951
72	0.07148592164
73	0.0705283599
74	0.06993299633
75	0.06965177954
76	0.06884672688
77	0.06830702997
78	0.06773652885
79	0.0670564897
80	0.06654145965
81	0.06621056187
82	0.06549229791
83	0.06508414223
84	0.06434547782
85	0.06368055029
86	0.06311240244
87	0.06248625557
88	0.06186681737
89	0.06134619568
90	0.06107569471
91	0.06049788535
92	0.05991997324
93	0.05964447716
94	0.05960062589
95	0.05916407017
96	0.0587362887
97	0.0583360489
98	0.05790958663
99	0.05766359967
100	0.05734682802
101	0.05688931656
102	0.05652444581
103	0.05632649055
104	0.05581205324
105	0.05538001132
106	0.05508898078
107	0.05463059609
108	0.05431883904
109	0.05415396654
110	0.05413360634
111	0.05401041266
112	0.05362658427
113	0.05338229464
114	0.05303729274
115	0.05298131101
116	0.05272870356
117	0.05229119635
118	0.05195866692
119	0.05173710318
120	0.05134318996
121	0.05123382078
122	0.05093394522
123	0.05062900324
124	0.05033119133
125	0.04996192568
126	0.04952044314
127	0.04920832058
128	0.0489459229
129	0.04869666495
130	0.04867489987
131	0.04837181638
132	0.04816279177
133	0.04791206046
134	0.04767769139
135	0.04745693979
136	0.04723273927
137	0.04704423534
138	0.04675267473
139	0.04639372392
140	0.04614834136
141	0.04583299076
142	0.04560194608
143	0.04545358466
144	0.04515315467
145	0.04510808245
146	0.04484533919
147	0.04469153609
148	0.04463188113
149	0.04430650716
150	0.04417235573
151	0.04396760881
152	0.04380678766
153	0.04364645426
154	0.04343530299
155	0.04332345318
156	0.04314642852
157	0.04293980488
158	0.04275323026
159	0.04258777332
160	0.04247748955
161	0.04219385129
162	0.04194912791
163	0.04192775286
164	0.04167510832
165	0.04152311017
166	0.04123890548
167	0.04108725082
168	0.04083109917
169	0.04067938429
170	0.04055756465
171	0.04038561908
172	0.04026234468
173	0.04008781921
174	0.03995046004
175	0.03980423052
176	0.03970009376
177	0.03949071757
178	0.03934569444
179	0.03921878039
180	0.03900641049
181	0.03887024971
182	0.03867463971
183	0.03841271855
184	0.03827648932
185	0.03822574868
186	0.03804914896
187	0.03797051639
188	0.03781593387
189	0.03777820737
190	0.03762805298
191	0.03740501657
192	0.0371932713
193	0.03708121938
194	0.0369095544
195	0.03674895413
196	0.03657983274
197	0.03649387848
198	0.03638870326
199	0.03623684718
200	0.03622630823
201	0.036100156
202	0.03590650529
203	0.03573748461
204	0.03555966135
205	0.03542592002
206	0.03525483824
207	0.03510327102
208	0.03495815949
209	0.0347965656
210	0.03467973298
211	0.03458813073
212	0.03438302067
213	0.03424751726
214	0.0341605284
215	0.03400693905
216	0.03387706242
217	0.03381840736
218	0.03373201027
219	0.03365557152
220	0.03354370157
221	0.03341325029
222	0.03334267947
223	0.0331645503
224	0.03309190219
225	0.03305415028
226	0.03290738679
227	0.03279147792
228	0.03267681119
229	0.03251361824
230	0.03243008234
231	0.03229335253
232	0.03218820208
233	0.03201672309
234	0.03194034471
235	0.03183795609
236	0.0317668949
237	0.03164216932
238	0.03160985203
239	0.03146395724
240	0.03129478631
241	0.03123679303
242	0.03111070014
243	0.031059087
244	0.03097300044
245	0.03085626782
246	0.03077531788
247	0.03069350679
248	0.03062629889
249	0.03047867664
250	0.03034672611
251	0.03014866232
252	0.03004533252
253	0.02995048477
254	0.02987031508
255	0.02970604669
256	0.02959051138
257	0.02948653124
258	0.02939685338
259	0.02934223264
260	0.02925853105
261	0.0291645334
262	0.02907647625
263	0.02901017557
264	0.02888797336
265	0.02882440032
266	0.02875464351
267	0.0286349418
268	0.02852399689
269	0.02844667786
270	0.02834881467
271	0.02821111951
272	0.02812120939
273	0.02801689142
274	0.02798512323
275	0.0279309597
276	0.02784999494
277	0.0277021037
278	0.02758315443
279	0.02751104155
280	0.02741545222
281	0.02731017869
282	0.02726428017
283	0.0271749971
284	0.02707798359
285	0.02706238398
286	0.02699167599
287	0.0268770681
288	0.02673841914
289	0.02664749079
290	0.02659836664
291	0.02658987009
292	0.02652976836
293	0.02652650659
294	0.02647492096
295	0.02643746352
296	0.0263318475
297	0.02624023927
298	0.02616757772
299	0.02610012316
